Title,Intervention,Health condition
Chloramphenicol versus benzylpenicillin and gentamicin for the treatment of severe pneumonia in children in Papua New Guinea: a randomised trial,Antibiotic vs antibiotic,Pneumonia
Comparative trial of ceftizoxime and cefamandole in therapy of bacterial pneumonia,Antibiotic vs antibiotic,Pneumonia
A randomized trial of cefepime (BMY-28142) and ceftazidime for the treatment of pneumonia,Antibiotic vs antibiotic,Pneumonia
"Treatment of severe pneumonia in hospitalized patients: results of a multicenter, randomized, double-blind trial comparing intravenous ciprofloxacin with imipenem-cilastatin. The Severe Pneumonia Study Group. [see comments.]",Antibiotic vs antibiotic,Pneumonia
Antibiotic therapy in pneumonia: a comparative study of parenteral and oral administration of penicillin,Antibiotic vs antibiotic,Pneumonia
Oral amoxicillin versus injectable penicillin for severe pneumonia in children aged 3 to 59 months: a randomised multicentre equivalency study,Antibiotic vs antibiotic,Pneumonia
Atypical pneumonia in the Nordic countries: Aetiology and clinical results of a trial comparing fleroxacin and doxycycline,Antibiotic vs antibiotic,Pneumonia
Trimethoprim or cotrimoxazole in pneumonia,Antibiotic vs antibiotic,Pneumonia
"A comparative efficacy and safety study of clarithromycin, roxithromycin and erythromycin stearate in mild pneumonia",Antibiotic vs antibiotic,Pneumonia
Ampicillin + sulbactam vs clindamycin +/- cephalosporin for the treatment of aspiration pneumonia and primary lung abscess,Antibiotic vs antibiotic,Pneumonia
Loracarbef (LY163892) versus amoxicillin/clavulanate in bronchopneumonia and lobar pneumonia,Antibiotic vs antibiotic,Pneumonia
Comparative evaluation of cefixime versus amoxicillin-clavulanate following ceftriaxone therapy of pneumonia,Antibiotic vs antibiotic,Pneumonia
[Clinical efficacy of sulbactam/ampicillin in comparison with cefotiam in the treatment of elderly patients with pneumonia]. [Japanese],Antibiotic vs antibiotic,Pneumonia
A randomized controlled trial of penicillin vs clindamycin for the treatment of aspiration pneumonia in children. [see comments.],Antibiotic vs antibiotic,Pneumonia
Meropenem versus cefuroxime plus gentamicin for treatment of serious infections in elderly patients,Antibiotic vs antibiotic,Pneumonia
Cefazolin vs penicillin. Treatment of uncomplicated pneumococcal pneumonia,Antibiotic vs antibiotic,Pneumonia
"An open, comparative evaluation of amoxycillin and amoxycillin plus clavulanic acid ('Augmentin') in the treatment of bacterial pneumonia in children",Antibiotic vs antibiotic,Pneumonia
"Comparison of piperacillin/tazobactam and imipenem/cilastatin, both in combination with tobramycin, administered every 6 h for treatment of nosocomial pneumonia",Antibiotic vs antibiotic,Pneumonia
"A randomized controlled trial of ampicillin/sulbacatam, clindamycin or panipenem/betamiprom for the treatment of aspiration pneumonia [Abstract]",Antibiotic vs antibiotic,Pneumonia
Comparison of ceftizoxime with cefamandole in the treatment of pneumonia,Antibiotic vs antibiotic,Pneumonia
Lincomycin and penicillin G in the treatment of mild and moderately severe pneumococcal pneumonia. A comparative study,Antibiotic vs antibiotic,Pneumonia
Randomized trial of sulfamethoxazole + trimethoprim versus procaine penicillin for the outpatient treatment of childhood pneumonia in Zimbabwe. [erratum appears in Bull World Health Organ 1990;68(5):690.],Antibiotic vs antibiotic,Pneumonia
Ceftazidime and cefamandole in the treatment of pneumonia,Antibiotic vs antibiotic,Pneumonia
Azithromycin versus cefaclor in the treatment of acute bacterial pneumonia,Antibiotic vs antibiotic,Pneumonia
Comparative clinical study of T-2588 and bacampicillin in bacterial pneumonia by a double-blind method,Antibiotic vs antibiotic,Pneumonia
Clinical evaluation of cefuzonam (CZON) for bacterial pneumonia and lung abscess: comparative study with cefotiam (CTM) [Japanese],Antibiotic vs antibiotic,Pneumonia
"Clinical study of a macrolide antibiotic, azithromycin, in pediatric patients. [Japanese]",Antibiotic vs antibiotic,Pneumonia
Prospective randomized comparative studies of mezlocillin/cefotaxime vs. gentamicin/cefoxitin,Antibiotic vs antibiotic,Pneumonia
Intravenous and oral mono- or combination-therapy in the treatment of severe infections: ciprofloxacin versus standard antibiotic therapy. Ciprofloxacin Study Group. [see comments.],Antibiotic vs antibiotic,Pneumonia
A comparison between doxycycline and ampicillin in the treatment of bronchopneumonia complicating measles,Antibiotic vs antibiotic,Pneumonia
Double blind randomised comparison of two oral Antibiotic in pneumonia,Antibiotic vs antibiotic,Pneumonia
Cefaclor versus amoxicillin in the treatment of bacterial pneumonia: A Comparative double-blind study,Antibiotic vs antibiotic,Pneumonia
"Randomized, double-blind comparative study of intravenous ciprofloxacin versus ceftazidime in the treatment of serious infections",Antibiotic vs antibiotic,Pneumonia
A comparative study of dirithromycin and erythromycin in bacterial pneumonia,Antibiotic vs antibiotic,Pneumonia
[Azithromycin versus josamycin: treatment of 89 cases of acute pneumonia]. [French],Antibiotic vs antibiotic,Pneumonia
A multicentre prospective randomized trial comparing ceftazidime with cefazolin/tobramycin in the treatment of hospitalized patients with non-pneumococcal pneumonia,Antibiotic vs antibiotic,Pneumonia
A prospective randomized trial of ceftazidime versus cefazolin/tobramycin in the treatment of hospitalized patients with pneumonia,Antibiotic vs antibiotic,Pneumonia
Prevention of pneumonia in an intensive care unit: a randomized multicenter clinical trial. Intensive Care Unit Group of Infection Control. [see comments.],Antibiotic vs antibiotic,Pneumonia
Comparative study of aztreonam in gram-negative pneumonia versus a therapeutic regimen that includes an aminoglycoside. Spanish Study Group,Antibiotic vs antibiotic,Pneumonia
"Piperacillin/tazobactam versus imipenem: a double-blind, randomized formulary feasibility study at a major teaching hospital",Antibiotic vs antibiotic,Pneumonia
Double blind comparative study on cefetamet pivoxil vs cefixime in bacterial pneumonia,Antibiotic vs antibiotic,Pneumonia
[A clinical evaluation of the effect of cephacetrile on bacterial pneumonia. A comparative test with cefazolin by a double blind method (author's transl)]. [Japanese],Antibiotic vs antibiotic,Pneumonia
Clinical evaluation of cefmenoxime (SCE-1365) in bacterial pneumonia and pulmonary suppuration: A comparative study with cefotiam by the randomized double-blind technique,Antibiotic vs antibiotic,Pneumonia
A new therapeutic option for the treatment of pneumonia,Antibiotic vs antibiotic,Pneumonia
Comparison of the efficacy and safety of ceftibuten and cefaclor in the treatment of pneumonia and bronchiectasis,Antibiotic vs antibiotic,Pneumonia
Pharmacokinetics of aztreonam and imipenem in critically ill patients with pneumonia,Antibiotic vs antibiotic,Pneumonia
Comparative efficacy and safety of cephradine and cephalexin in children,Antibiotic vs antibiotic,Pneumonia
Prospective randomized controlled study of the ceftazidime-pefloxacin combination versus the ceftazidime-amikacin combination in the empirical treatment of pneumonia and nosocomial septicemia in intensive care units. Preliminary results,Antibiotic vs antibiotic,Pneumonia
[Comparison of loracarbef (LY163892) versus amoxicillin in the treatment of bronchopneumonia and lobar pneumonia]. [erratum appears in Infection 1992 Sep-Oct;20(5):308.],Antibiotic vs antibiotic,Pneumonia
"Treatment of moderate-to-severe pneumonia in elderly, long-term care facility residents",Antibiotic vs antibiotic,Pneumonia
Fosfomycin-ampicillin versus gentamicin-ampicillin in the treatment of critically ill patients with pneumonia,Antibiotic vs antibiotic,Pneumonia
Monotherapy in serious hospital-acquired infections: a clinical trial of ceftazidime versus imipenem/cilastatin. European Study Group,Antibiotic vs antibiotic,Pneumonia
A comparative study of levofloxacin and ceftriaxone in the treatment of hospitalized patients with pneumonia,Antibiotic vs antibiotic,Pneumonia
"Once-daily sparfloxacin versus high-dosage amoxicillin in the treatment of community-acquired, suspected pneumococcal pneumonia in adults. Sparfloxacin European Study Group. [see comments.]",Antibiotic vs antibiotic,Pneumonia
Moxalactam therapy vs. standard antimicrobial therapy for selected serious infections,Antibiotic vs antibiotic,Pneumonia
[A comparative study of tazobactam/piperacillin and piperacillin in bacterial pneumonia]. [Japanese],Antibiotic vs antibiotic,Pneumonia
[Clinical evaluation of BMY-28100 for bacterial pneumonia in comparison with cefaclor in a double-blind study]. [Japanese],Antibiotic vs antibiotic,Pneumonia
Pharmacoeconomic comparison of sequential IV/oral ciprofloxacin versus ceftazidime in the treatment of nosocomial pneumonia,Antibiotic vs antibiotic,Pneumonia
Once-daily cefepime versus ceftriaxone for nursing home-acquired pneumonia,Antibiotic vs antibiotic,Pneumonia
Effectiveness of 3-day amoxycillin vs. 5-day co-trimoxazole in the treatment of non-severe pneumonia in children aged 2-59 months of age: a multi-centric open labeled trial,Antibiotic vs antibiotic,Pneumonia
Serum bactericidal activity against Klebsiella pneumoniae in volunteers receiving increasing doses of tobramycin with or without cefamandole,Antibiotic vs antibiotic,Pneumonia
Comparative serum bactericidal activities of ceftizoxime and cefotaxime against intermediately penicillin-resistant Streptococcus pneumoniae. [see comments.],Antibiotic vs antibiotic,Pneumonia
The use of intramuscular cefoperazone versus intramuscular ceftriaxone in patients with nursing home-acquired pneumonia,Antibiotic vs antibiotic,Pneumonia
Treatment of pneumonia in mechanically ventilated trauma patients. Results of a prospective trial,Antibiotic vs antibiotic,Pneumonia
Efficacy and safety of intravenous ciprofloxacin in the treatment of serious infections. A comparison with ceftazidime,Antibiotic vs antibiotic,Pneumonia
Treatment of nosocomial postoperative pneumonia in cancer patients: a prospective randomized study,Antibiotic vs antibiotic,Pneumonia
Prospective randomised comparison of roxithromycin and amoxycillin in non-hospital-acquired pneumonia,Antibiotic vs antibiotic,Pneumonia
"Double-blind, randomized study of clarithromycin versus erythromycin for outpatient treatment of pneumonia",Antibiotic vs antibiotic,Pneumonia
Ceftazidima vs crystalline sodium penicillin and amikacin in the treatment of nosocomial pneumonia,Antibiotic vs antibiotic,Pneumonia
Intravenous ciprofloxacin versus ceftazidime for treatment of nosocomial pneumonia and urinary tract infection,Antibiotic vs antibiotic,Pneumonia
The treatment of pneumonia in children: Ceftriaxone (Rocephin*) v. Amoxicillin plus tobramycin,Antibiotic vs antibiotic,Pneumonia
A randomized study comparing clinical efficacy and safety of thienamycin formamidine (MK0787)/renal dipeptidase inhibitor (MK0791) and cefazolin,Antibiotic vs antibiotic,Pneumonia
Penicillin and gentamicin therapy vs amoxicillin/clavulanate in severe hypoxemic pneumonia,Antibiotic vs antibiotic,Pneumonia
Ceftazidime monotherapy vs. ceftriaxone/tobramycin for serious hospital-acquired gram-negative infections. Antibiotic Study Group [published erratum appears in Clin Infect Dis 1995 Jun;20(6):1582],Antibiotic vs antibiotic,Pneumonia
[Erythromycin versus amoxicillin for the treatment of pneumonia in children (author's transl)]. [German],Antibiotic vs antibiotic,Pneumonia
A double-blind comparative study of gatifloxacin and levofloxacin in pneumonia,Antibiotic vs antibiotic,Pneumonia
A comparative study on the efficacies of ritipenem acoxil and cefotiam hexetil in bacterial pneumonia by the double-blind method,Antibiotic vs antibiotic,Pneumonia
